year,country,item,unit,value,source_file,sheet
1940,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1941,Salvador,Cotton,1000 MT,0.6,Exports_1.xlsx,page_2576_table_1
1942,Salvador,Cotton,1000 MT,0.9,Exports_1.xlsx,page_2576_table_1
1943,Salvador,Cotton,1000 MT,1,Exports_1.xlsx,page_2576_table_1
1944,Salvador,Cotton,1000 MT,0.9,Exports_1.xlsx,page_2576_table_1
1945,Salvador,Cotton,1000 MT,0.6,Exports_1.xlsx,page_2576_table_1
1946,Salvador,Cotton,1000 MT,1,Exports_1.xlsx,page_2576_table_1
1947,Salvador,Cotton,1000 MT,0.9,Exports_1.xlsx,page_2576_table_1
1948,Salvador,Cotton,1000 MT,3.3,Exports_1.xlsx,page_2576_table_1
1949,Salvador,Cotton,1000 MT,1.7,Exports_1.xlsx,page_2576_table_1
1950,Salvador,Cotton,1000 MT,3,Exports_1.xlsx,page_2576_table_1
1951,Salvador,Cotton,1000 MT,3.4,Exports_1.xlsx,page_2576_table_1
1952,Salvador,Cotton,1000 MT,6.5,Exports_1.xlsx,page_2576_table_1
1953,Salvador,Cotton,1000 MT,9.5,Exports_1.xlsx,page_2576_table_1
1954,Salvador,Cotton,1000 MT,9.1,Exports_1.xlsx,page_2576_table_1
1955,Salvador,Cotton,1000 MT,14,Exports_1.xlsx,page_2576_table_1
1956,Salvador,Cotton,1000 MT,30,Exports_1.xlsx,page_2576_table_1
1957,Salvador,Cotton,1000 MT,27,Exports_1.xlsx,page_2576_table_1
1958,Salvador,Cotton,1000 MT,33,Exports_1.xlsx,page_2576_table_1
1959,Salvador,Cotton,1000 MT,47,Exports_1.xlsx,page_2576_table_1
1960,Salvador,Cotton,1000 MT,30,Exports_1.xlsx,page_2576_table_1
1961,Salvador,Cotton,1000 MT,40,Exports_1.xlsx,page_2576_table_1
1926,Guatemala,Coffee,1000 MT,43,Exports_1.xlsx,page_2576_table_1
1927,Guatemala,Coffee,1000 MT,53,Exports_1.xlsx,page_2576_table_1
1928,Guatemala,Coffee,1000 MT,44,Exports_1.xlsx,page_2576_table_1
1929,Guatemala,Coffee,1000 MT,44,Exports_1.xlsx,page_2576_table_1
1930,Guatemala,Coffee,1000 MT,57,Exports_1.xlsx,page_2576_table_1
1931,Guatemala,Coffee,1000 MT,36,Exports_1.xlsx,page_2576_table_1
1932,Guatemala,Coffee,1000 MT,46,Exports_1.xlsx,page_2576_table_1
1933,Guatemala,Coffee,1000 MT,35,Exports_1.xlsx,page_2576_table_1
1934,Guatemala,Coffee,1000 MT,49,Exports_1.xlsx,page_2576_table_1
1935,Guatemala,Coffee,1000 MT,40,Exports_1.xlsx,page_2576_table_1
1936,Guatemala,Coffee,1000 MT,50,Exports_1.xlsx,page_2576_table_1
1937,Guatemala,Coffee,1000 MT,47,Exports_1.xlsx,page_2576_table_1
1938,Guatemala,Coffee,1000 MT,49,Exports_1.xlsx,page_2576_table_1
1939,Guatemala,Coffee,1000 MT,44,Exports_1.xlsx,page_2576_table_1
1940,Guatemala,Coffee,1000 MT,42,Exports_1.xlsx,page_2576_table_1
1941,Guatemala,Coffee,1000 MT,43,Exports_1.xlsx,page_2576_table_1
1942,Guatemala,Coffee,1000 MT,56,Exports_1.xlsx,page_2576_table_1
1943,Guatemala,Coffee,1000 MT,50,Exports_1.xlsx,page_2576_table_1
1944,Guatemala,Coffee,1000 MT,51,Exports_1.xlsx,page_2576_table_1
1945,Guatemala,Coffee,1000 MT,51,Exports_1.xlsx,page_2576_table_1
1946,Guatemala,Coffee,1000 MT,50,Exports_1.xlsx,page_2576_table_1
1947,Guatemala,Coffee,1000 MT,56,Exports_1.xlsx,page_2576_table_1
1948,Guatemala,Coffee,1000 MT,49,Exports_1.xlsx,page_2576_table_1
1949,Guatemala,Coffee,1000 MT,55,Exports_1.xlsx,page_2576_table_1
1950,Guatemala,Coffee,1000 MT,55,Exports_1.xlsx,page_2576_table_1
1951,Guatemala,Coffee,1000 MT,50,Exports_1.xlsx,page_2576_table_1
1952,Guatemala,Coffee,1000 MT,61,Exports_1.xlsx,page_2576_table_1
1953,Guatemala,Coffee,1000 MT,57,Exports_1.xlsx,page_2576_table_1
1954,Guatemala,Coffee,1000 MT,52,Exports_1.xlsx,page_2576_table_1
1955,Guatemala,Coffee,1000 MT,58,Exports_1.xlsx,page_2576_table_1
1956,Guatemala,Coffee,1000 MT,63,Exports_1.xlsx,page_2576_table_1
1957,Guatemala,Coffee,1000 MT,62,Exports_1.xlsx,page_2576_table_1
1958,Guatemala,Coffee,1000 MT,71,Exports_1.xlsx,page_2576_table_1
1959,Guatemala,Coffee,1000 MT,83,Exports_1.xlsx,page_2576_table_1
1960,Guatemala,Coffee,1000 MT,80,Exports_1.xlsx,page_2576_table_1
1961,Guatemala,Coffee,1000 MT,79,Exports_1.xlsx,page_2576_table_1
1926,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1927,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1928,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1929,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1930,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1931,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1932,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1933,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1934,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1935,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1936,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1937,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1938,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1939,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1940,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1941,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1942,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1943,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1944,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1945,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1946,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1947,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1948,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1949,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1950,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1951,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1952,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1953,Guatemala,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1954,Guatemala,Cotton,1000 MT,5.2,Exports_1.xlsx,page_2576_table_1
1955,Guatemala,Cotton,1000 MT,6.6,Exports_1.xlsx,page_2576_table_1
1956,Guatemala,Cotton,1000 MT,8.2,Exports_1.xlsx,page_2576_table_1
1957,Guatemala,Cotton,1000 MT,7.2,Exports_1.xlsx,page_2576_table_1
1958,Guatemala,Cotton,1000 MT,10,Exports_1.xlsx,page_2576_table_1
1959,Guatemala,Cotton,1000 MT,11,Exports_1.xlsx,page_2576_table_1
1960,Guatemala,Cotton,1000 MT,13,Exports_1.xlsx,page_2576_table_1
1961,Guatemala,Cotton,1000 MT,22,Exports_1.xlsx,page_2576_table_1
1926,Haiti,Coffee,1000 MT,36,Exports_1.xlsx,page_2578_table_1
1927,Haiti,Coffee,1000 MT,29,Exports_1.xlsx,page_2578_table_1
1928,Haiti,Coffee,1000 MT,41,Exports_1.xlsx,page_2578_table_1
1929,Haiti,Coffee,1000 MT,29,Exports_1.xlsx,page_2578_table_1
1930,Haiti,Coffee,1000 MT,34,Exports_1.xlsx,page_2578_table_1
1931,Haiti,Coffee,1000 MT,26,Exports_1.xlsx,page_2578_table_1
1932,Haiti,Coffee,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1933,Haiti,Coffee,1000 MT,42,Exports_1.xlsx,page_2578_table_1
1934,Haiti,Coffee,1000 MT,34,Exports_1.xlsx,page_2578_table_1
1935,Haiti,Coffee,1000 MT,19,Exports_1.xlsx,page_2578_table_1
1936,Haiti,Coffee,1000 MT,36,Exports_1.xlsx,page_2578_table_1
1937,Haiti,Coffee,1000 MT,25,Exports_1.xlsx,page_2578_table_1
1938,Haiti,Coffee,1000 MT,25,Exports_1.xlsx,page_2578_table_1
1939,Haiti,Coffee,1000 MT,29,Exports_1.xlsx,page_2578_table_1
1940,Haiti,Coffee,1000 MT,16,Exports_1.xlsx,page_2578_table_1
1941,Haiti,Coffee,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1942,Haiti,Coffee,1000 MT,18,Exports_1.xlsx,page_2578_table_1
1943,Haiti,Coffee,1000 MT,26,Exports_1.xlsx,page_2578_table_1
1944,Haiti,Coffee,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1945,Haiti,Coffee,1000 MT,30,Exports_1.xlsx,page_2578_table_1
1946,Haiti,Coffee,1000 MT,24,Exports_1.xlsx,page_2578_table_1
1947,Haiti,Coffee,1000 MT,25,Exports_1.xlsx,page_2578_table_1
1948,Haiti,Coffee,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1949,Haiti,Coffee,1000 MT,33,Exports_1.xlsx,page_2578_table_1
1950,Haiti,Coffee,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1951,Haiti,Coffee,1000 MT,25,Exports_1.xlsx,page_2578_table_1
1952,Haiti,Coffee,1000 MT,31,Exports_1.xlsx,page_2578_table_1
1953,Haiti,Coffee,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1954,Haiti,Coffee,1000 MT,32,Exports_1.xlsx,page_2578_table_1
1955,Haiti,Coffee,1000 MT,20,Exports_1.xlsx,page_2578_table_1
1956,Haiti,Coffee,1000 MT,31,Exports_1.xlsx,page_2578_table_1
1957,Haiti,Coffee,1000 MT,18,Exports_1.xlsx,page_2578_table_1
1958,Haiti,Coffee,1000 MT,35,Exports_1.xlsx,page_2578_table_1
1959,Haiti,Coffee,1000 MT,22,Exports_1.xlsx,page_2578_table_1
1960,Haiti,Coffee,1000 MT,24,Exports_1.xlsx,page_2578_table_1
1961,Haiti,Coffee,1000 MT,20,Exports_1.xlsx,page_2578_table_1
1926,Mexico,Coffee,1000 MT,21,Exports_1.xlsx,page_2578_table_1
1927,Mexico,Coffee,1000 MT,26,Exports_1.xlsx,page_2578_table_1
1928,Mexico,Coffee,1000 MT,32,Exports_1.xlsx,page_2578_table_1
1929,Mexico,Coffee,1000 MT,30,Exports_1.xlsx,page_2578_table_1
1930,Mexico,Coffee,1000 MT,31,Exports_1.xlsx,page_2578_table_1
1931,Mexico,Coffee,1000 MT,27,Exports_1.xlsx,page_2578_table_1
1932,Mexico,Coffee,1000 MT,20,Exports_1.xlsx,page_2578_table_1
1933,Mexico,Coffee,1000 MT,41,Exports_1.xlsx,page_2578_table_1
1934,Mexico,Coffee,1000 MT,38,Exports_1.xlsx,page_2578_table_1
1935,Mexico,Coffee,1000 MT,32,Exports_1.xlsx,page_2578_table_1
1936,Mexico,Coffee,1000 MT,43,Exports_1.xlsx,page_2578_table_1
1937,Mexico,Coffee,1000 MT,35,Exports_1.xlsx,page_2578_table_1
1938,Mexico,Coffee,1000 MT,35,Exports_1.xlsx,page_2578_table_1
1939,Mexico,Coffee,1000 MT,35,Exports_1.xlsx,page_2578_table_1
1940,Mexico,Coffee,1000 MT,26,Exports_1.xlsx,page_2578_table_1
1941,Mexico,Coffee,1000 MT,28,Exports_1.xlsx,page_2578_table_1
1942,Mexico,Coffee,1000 MT,22,Exports_1.xlsx,page_2578_table_1
1943,Mexico,Coffee,1000 MT,34,Exports_1.xlsx,page_2578_table_1
1944,Mexico,Coffee,1000 MT,36,Exports_1.xlsx,page_2578_table_1
1945,Mexico,Coffee,1000 MT,36,Exports_1.xlsx,page_2578_table_1
1946,Mexico,Coffee,1000 MT,33,Exports_1.xlsx,page_2578_table_1
1947,Mexico,Coffee,1000 MT,33,Exports_1.xlsx,page_2578_table_1
1948,Mexico,Coffee,1000 MT,31,Exports_1.xlsx,page_2578_table_1
1949,Mexico,Coffee,1000 MT,49,Exports_1.xlsx,page_2578_table_1
1950,Mexico,Coffee,1000 MT,46,Exports_1.xlsx,page_2578_table_1
1951,Mexico,Coffee,1000 MT,52,Exports_1.xlsx,page_2578_table_1
1952,Mexico,Coffee,1000 MT,52,Exports_1.xlsx,page_2578_table_1
1953,Mexico,Coffee,1000 MT,74,Exports_1.xlsx,page_2578_table_1
1954,Mexico,Coffee,1000 MT,70,Exports_1.xlsx,page_2578_table_1
1955,Mexico,Coffee,1000 MT,84,Exports_1.xlsx,page_2578_table_1
1956,Mexico,Coffee,1000 MT,74,Exports_1.xlsx,page_2578_table_1
1957,Mexico,Coffee,1000 MT,89,Exports_1.xlsx,page_2578_table_1
1958,Mexico,Coffee,1000 MT,79,Exports_1.xlsx,page_2578_table_1
1959,Mexico,Coffee,1000 MT,74,Exports_1.xlsx,page_2578_table_1
1960,Mexico,Coffee,1000 MT,83,Exports_1.xlsx,page_2578_table_1
1961,Mexico,Coffee,1000 MT,93,Exports_1.xlsx,page_2578_table_1
1926,Mexico,Cotton,1000 MT,28,Exports_1.xlsx,page_2578_table_1
1927,Mexico,Cotton,1000 MT,26,Exports_1.xlsx,page_2578_table_1
1928,Mexico,Cotton,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1929,Mexico,Cotton,1000 MT,21,Exports_1.xlsx,page_2578_table_1
1930,Mexico,Cotton,1000 MT,3,Exports_1.xlsx,page_2578_table_1
1931,Mexico,Cotton,1000 MT,11,Exports_1.xlsx,page_2578_table_1
1932,Mexico,Cotton,1000 MT,5.5,Exports_1.xlsx,page_2578_table_1
1933,Mexico,Cotton,1000 MT,1.4,Exports_1.xlsx,page_2578_table_1
1934,Mexico,Cotton,1000 MT,3.5,Exports_1.xlsx,page_2578_table_1
1935,Mexico,Cotton,1000 MT,27,Exports_1.xlsx,page_2578_table_1
1936,Mexico,Cotton,1000 MT,52,Exports_1.xlsx,page_2578_table_1
1937,Mexico,Cotton,1000 MT,9.4,Exports_1.xlsx,page_2578_table_1
1938,Mexico,Cotton,1000 MT,22,Exports_1.xlsx,page_2578_table_1
1939,Mexico,Cotton,1000 MT,7.7,Exports_1.xlsx,page_2578_table_1
1940,Mexico,Cotton,1000 MT,5.4,Exports_1.xlsx,page_2578_table_1
1941,Mexico,Cotton,1000 MT,13,Exports_1.xlsx,page_2578_table_1
1942,Mexico,Cotton,1000 MT,0.5,Exports_1.xlsx,page_2578_table_1
1943,Mexico,Cotton,1000 MT,5.4,Exports_1.xlsx,page_2578_table_1
1944,Mexico,Cotton,1000 MT,29,Exports_1.xlsx,page_2578_table_1
1945,Mexico,Cotton,1000 MT,29,Exports_1.xlsx,page_2578_table_1
1946,Mexico,Cotton,1000 MT,46,Exports_1.xlsx,page_2578_table_1
1947,Mexico,Cotton,1000 MT,85,Exports_1.xlsx,page_2578_table_1
1948,Mexico,Cotton,1000 MT,49,Exports_1.xlsx,page_2578_table_1
1949,Mexico,Cotton,1000 MT,123,Exports_1.xlsx,page_2578_table_1
1950,Mexico,Cotton,1000 MT,163,Exports_1.xlsx,page_2578_table_1
1951,Mexico,Cotton,1000 MT,178,Exports_1.xlsx,page_2578_table_1
1952,Mexico,Cotton,1000 MT,230,Exports_1.xlsx,page_2578_table_1
1953,Mexico,Cotton,1000 MT,235,Exports_1.xlsx,page_2578_table_1
1954,Mexico,Cotton,1000 MT,259,Exports_1.xlsx,page_2578_table_1
1955,Mexico,Cotton,1000 MT,352,Exports_1.xlsx,page_2578_table_1
1956,Mexico,Cotton,1000 MT,422,Exports_1.xlsx,page_2578_table_1
1957,Mexico,Cotton,1000 MT,284,Exports_1.xlsx,page_2578_table_1
1958,Mexico,Cotton,1000 MT,341,Exports_1.xlsx,page_2578_table_1
1959,Mexico,Cotton,1000 MT,407,Exports_1.xlsx,page_2578_table_1
1960,Mexico,Cotton,1000 MT,316,Exports_1.xlsx,page_2578_table_1
1961,Mexico,Cotton,1000 MT,305,Exports_1.xlsx,page_2578_table_1
1926,Nicaragua,Coffee,1000 MT,18,Exports_1.xlsx,page_2578_table_1
1927,Nicaragua,Coffee,1000 MT,10,Exports_1.xlsx,page_2578_table_1
1928,Nicaragua,Coffee,1000 MT,18,Exports_1.xlsx,page_2578_table_1
1929,Nicaragua,Coffee,1000 MT,13,Exports_1.xlsx,page_2578_table_1
1930,Nicaragua,Coffee,1000 MT,15,Exports_1.xlsx,page_2578_table_1
1931,Nicaragua,Coffee,1000 MT,16,Exports_1.xlsx,page_2578_table_1
1932,Nicaragua,Coffee,1000 MT,8.1,Exports_1.xlsx,page_2578_table_1
1933,Nicaragua,Coffee,1000 MT,14,Exports_1.xlsx,page_2578_table_1
1934,Nicaragua,Coffee,1000 MT,15,Exports_1.xlsx,page_2578_table_1
1935,Nicaragua,Coffee,1000 MT,19,Exports_1.xlsx,page_2578_table_1
1936,Nicaragua,Coffee,1000 MT,13,Exports_1.xlsx,page_2578_table_1
1937,Nicaragua,Coffee,1000 MT,16,Exports_1.xlsx,page_2578_table_1
1938,Nicaragua,Coffee,1000 MT,14,Exports_1.xlsx,page_2578_table_1
1939,Nicaragua,Coffee,1000 MT,17,Exports_1.xlsx,page_2578_table_1
1940,Nicaragua,Coffee,1000 MT,15,Exports_1.xlsx,page_2578_table_1
1941,Nicaragua,Coffee,1000 MT,13,Exports_1.xlsx,page_2578_table_1
1942,Nicaragua,Coffee,1000 MT,13,Exports_1.xlsx,page_2578_table_1
1943,Nicaragua,Coffee,1000 MT,12,Exports_1.xlsx,page_2578_table_1
1944,Nicaragua,Coffee,1000 MT,13,Exports_1.xlsx,page_2578_table_1
1945,Nicaragua,Coffee,1000 MT,12,Exports_1.xlsx,page_2578_table_1
1946,Nicaragua,Coffee,1000 MT,12,Exports_1.xlsx,page_2578_table_1
1947,Nicaragua,Coffee,1000 MT,10,Exports_1.xlsx,page_2578_table_1
1948,Nicaragua,Coffee,1000 MT,15,Exports_1.xlsx,page_2578_table_1
1949,Nicaragua,Coffee,1000 MT,6.8,Exports_1.xlsx,page_2578_table_1
1950,Nicaragua,Coffee,1000 MT,21,Exports_1.xlsx,page_2578_table_1
1951,Nicaragua,Coffee,1000 MT,16,Exports_1.xlsx,page_2578_table_1
1952,Nicaragua,Coffee,1000 MT,19,Exports_1.xlsx,page_2578_table_1
1953,Nicaragua,Coffee,1000 MT,19,Exports_1.xlsx,page_2578_table_1
1954,Nicaragua,Coffee,1000 MT,17,Exports_1.xlsx,page_2578_table_1
1955,Nicaragua,Coffee,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1956,Nicaragua,Coffee,1000 MT,17,Exports_1.xlsx,page_2578_table_1
1957,Nicaragua,Coffee,1000 MT,22,Exports_1.xlsx,page_2578_table_1
1958,Nicaragua,Coffee,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1959,Nicaragua,Coffee,1000 MT,16,Exports_1.xlsx,page_2578_table_1
1960,Nicaragua,Coffee,1000 MT,22,Exports_1.xlsx,page_2578_table_1
1961,Nicaragua,Coffee,1000 MT,21,Exports_1.xlsx,page_2578_table_1
1926,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1927,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1928,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1929,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1930,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1931,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1932,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1933,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1934,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1935,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1936,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1937,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1938,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1939,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1940,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1941,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1942,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1943,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1944,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1945,Nicaragua,Cotton,1000 MT,NA,Exports_1.xlsx,page_2578_table_1
1946,Nicaragua,Cotton,1000 MT,0.1,Exports_1.xlsx,page_2578_table_1
1947,Nicaragua,Cotton,1000 MT,0.1,Exports_1.xlsx,page_2578_table_1
1948,Nicaragua,Cotton,1000 MT,0.1,Exports_1.xlsx,page_2578_table_1
1949,Nicaragua,Cotton,1000 MT,0.4,Exports_1.xlsx,page_2578_table_1
1950,Nicaragua,Cotton,1000 MT,0.3,Exports_1.xlsx,page_2578_table_1
1951,Nicaragua,Cotton,1000 MT,4.4,Exports_1.xlsx,page_2578_table_1
1952,Nicaragua,Cotton,1000 MT,9.5,Exports_1.xlsx,page_2578_table_1
1953,Nicaragua,Cotton,1000 MT,13,Exports_1.xlsx,page_2578_table_1
1954,Nicaragua,Cotton,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1955,Nicaragua,Cotton,1000 MT,44,Exports_1.xlsx,page_2578_table_1
1956,Nicaragua,Cotton,1000 MT,36,Exports_1.xlsx,page_2578_table_1
1957,Nicaragua,Cotton,1000 MT,36,Exports_1.xlsx,page_2578_table_1
1958,Nicaragua,Cotton,1000 MT,43,Exports_1.xlsx,page_2578_table_1
1959,Nicaragua,Cotton,1000 MT,62,Exports_1.xlsx,page_2578_table_1
1960,Nicaragua,Cotton,1000 MT,27,Exports_1.xlsx,page_2578_table_1
1961,Nicaragua,Cotton,1000 MT,33,Exports_1.xlsx,page_2578_table_1
1926,Trinidad & Tobago,Cocoa,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1927,Trinidad & Tobago,Cocoa,1000 MT,24,Exports_1.xlsx,page_2578_table_1
1928,Trinidad & Tobago,Cocoa,1000 MT,26,Exports_1.xlsx,page_2578_table_1
1929,Trinidad & Tobago,Cocoa,1000 MT,28,Exports_1.xlsx,page_2578_table_1
1930,Trinidad & Tobago,Cocoa,1000 MT,24,Exports_1.xlsx,page_2578_table_1
1931,Trinidad & Tobago,Cocoa,1000 MT,26,Exports_1.xlsx,page_2578_table_1
1932,Trinidad & Tobago,Cocoa,1000 MT,19,Exports_1.xlsx,page_2578_table_1
1933,Trinidad & Tobago,Cocoa,1000 MT,23,Exports_1.xlsx,page_2578_table_1
1934,Trinidad & Tobago,Cocoa,1000 MT,12,Exports_1.xlsx,page_2578_table_1
1935,Trinidad & Tobago,Cocoa,1000 MT,20,Exports_1.xlsx,page_2578_table_1
1936,Trinidad & Tobago,Cocoa,1000 MT,13,Exports_1.xlsx,page_2578_table_1
1937,Trinidad & Tobago,Cocoa,1000 MT,12,Exports_1.xlsx,page_2578_table_1
1938,Trinidad & Tobago,Cocoa,1000 MT,19,Exports_1.xlsx,page_2578_table_1
1939,Trinidad & Tobago,Cocoa,1000 MT,7.6,Exports_1.xlsx,page_2578_table_1
1940,Trinidad & Tobago,Cocoa,1000 MT,11,Exports_1.xlsx,page_2578_table_1
1941,Trinidad & Tobago,Cocoa,1000 MT,8.5,Exports_1.xlsx,page_2578_table_1
1942,Trinidad & Tobago,Cocoa,1000 MT,4.6,Exports_1.xlsx,page_2578_table_1
1943,Trinidad & Tobago,Cocoa,1000 MT,3.6,Exports_1.xlsx,page_2578_table_1
1944,Trinidad & Tobago,Cocoa,1000 MT,4.8,Exports_1.xlsx,page_2578_table_1
1945,Trinidad & Tobago,Cocoa,1000 MT,3.5,Exports_1.xlsx,page_2578_table_1
1946,Trinidad & Tobago,Cocoa,1000 MT,3,Exports_1.xlsx,page_2578_table_1
1947,Trinidad & Tobago,Cocoa,1000 MT,4.1,Exports_1.xlsx,page_2578_table_1
1948,Trinidad & Tobago,Cocoa,1000 MT,8.3,Exports_1.xlsx,page_2578_table_1
1949,Trinidad & Tobago,Cocoa,1000 MT,5.8,Exports_1.xlsx,page_2578_table_1
1950,Trinidad & Tobago,Cocoa,1000 MT,7.4,Exports_1.xlsx,page_2578_table_1
1951,Trinidad & Tobago,Cocoa,1000 MT,8.8,Exports_1.xlsx,page_2578_table_1
1952,Trinidad & Tobago,Cocoa,1000 MT,6.4,Exports_1.xlsx,page_2578_table_1
1953,Trinidad & Tobago,Cocoa,1000 MT,9.9,Exports_1.xlsx,page_2578_table_1
1954,Trinidad & Tobago,Cocoa,1000 MT,8,Exports_1.xlsx,page_2578_table_1
1955,Trinidad & Tobago,Cocoa,1000 MT,7.5,Exports_1.xlsx,page_2578_table_1
1956,Trinidad & Tobago,Cocoa,1000 MT,9.9,Exports_1.xlsx,page_2578_table_1
1957,Trinidad & Tobago,Cocoa,1000 MT,7.3,Exports_1.xlsx,page_2578_table_1
1958,Trinidad & Tobago,Cocoa,1000 MT,8.3,Exports_1.xlsx,page_2578_table_1
1959,Trinidad & Tobago,Cocoa,1000 MT,7.3,Exports_1.xlsx,page_2578_table_1
1960,Trinidad & Tobago,Cocoa,1000 MT,7.2,Exports_1.xlsx,page_2578_table_1
1961,Trinidad & Tobago,Cocoa,1000 MT,5.7,Exports_1.xlsx,page_2578_table_1
1926,USA,Cotton,1000 MT,2128,Exports_1.xlsx,page_2578_table_1
1927,USA,Cotton,1000 MT,2221,Exports_1.xlsx,page_2578_table_1
1928,USA,Cotton,1000 MT,2028,Exports_1.xlsx,page_2578_table_1
1929,USA,Cotton,1000 MT,1806,Exports_1.xlsx,page_2578_table_1
1930,USA,Cotton,1000 MT,1584,Exports_1.xlsx,page_2578_table_1
1931,USA,Cotton,1000 MT,1663,Exports_1.xlsx,page_2578_table_1
1932,USA,Cotton,1000 MT,2180,Exports_1.xlsx,page_2578_table_1
1933,USA,Cotton,1000 MT,2052,Exports_1.xlsx,page_2578_table_1
1934,USA,Cotton,1000 MT,1428,Exports_1.xlsx,page_2578_table_1
1935,USA,Cotton,1000 MT,1467,Exports_1.xlsx,page_2578_table_1
1936,USA,Cotton,1000 MT,1349,Exports_1.xlsx,page_2578_table_1
1937,USA,Cotton,1000 MT,1462,Exports_1.xlsx,page_2578_table_1
1938,USA,Cotton,1000 MT,1108,Exports_1.xlsx,page_2578_table_1
1939,USA,Cotton,1000 MT,1162,Exports_1.xlsx,page_2578_table_1
1940,USA,Cotton,1000 MT,928,Exports_1.xlsx,page_2578_table_1
1941,USA,Cotton,1000 MT,283,Exports_1.xlsx,page_2578_table_1
