Year,area,area_code,item,item_code,Element,Value
1996,Lithuania,126,Beer,2656,Export,2926.5
1990,Tunisia,222,"Oilcrops, Other",2570,Domestic_supply,4134
2009,Solomon Islands,25,Cassava and products,2532,Feed,73.2197877439233
2004,Mozambique,144,Cottonseed,2559,Feed,0
1999,Brazil,21,"Alcohol, Non-Food",2659,Other_uses,8688756.5
1970,Yugoslav SFR,248,Olives (including preserved),2563,Domestic_supply,9206.5
1992,Mozambique,144,Maize Germ Oil,2582,Domestic_supply,12900
2015,Mali,133,Groundnut Oil,2572,Feed,0
2015,Greece,84,Bananas,2615,Production,2729.08
2005,Iran,102,"Butter, Ghee",2740,Domestic_supply,237811.5
2001,Panama,166,Sorghum and products,2518,Import,14.5
2018,Bangladesh,16,Straw,2105,Other_uses,0
1985,Nicaragua,157,Olive Oil,2580,Seed,0
2009,Poland,173,"Cereals, Other",2520,Stock_variation,983083.5
2014,Australia,10,Tea (including mate),2635,Domestic_supply,23000
1968,Bangladesh,16,Jute-Like Fibres,2663,Stock_variation,0
1991,Brazil,21,"Soft-Fibres, Other",2664,Feed,0
2021,Gabon,74,Maize and products,2514,Feed,17314.8148148148
1986,Kuwait,118,Coconut Oil,2578,Processing,0
2014,Burkina Faso,233,Sorghum and products,2518,Seed,37804.4554455446
2016,Samoa,244,"Cereals, Other",2520,Import,0
1978,Peru,170,"Roots, Other",2534,Other_uses,0
1984,Lebanon,121,"Oranges, Mandarines",2611,Domestic_supply,180000
1991,Pakistan,165,"Beverages, Alcoholic",2658,Processing,0
2002,Thailand,216,Copra Cake,2596,Food,0
2020,Central African Republic,37,Coffee and products,2630,Domestic_supply,290000
1994,"China, Macao SAR",128,Nuts and products,2551,Stock_variation,-520
1964,Japan,110,"Oilcrops Oil, Other",2586,Domestic_supply,158000.5
2005,Saint Lucia,189,Firewood,2107,Production,47303.8332592706
1976,Togo,217,Pelagic Fish,2763,Export,1
1986,Sudan,206,Groundnut Cake,2591,Food,0
1970,Kuwait,118,"Meat, Other",2735,Processing,0
1988,Iceland,99,"Beverages, Alcoholic",2658,Food,1070
1978,Ethiopia,238,"Marine Fish, Other",2764,Production,7.5
1963,Italy,106,Poultry Meat,2734,Other_uses,0
2019,Haiti,93,"Oranges, Mandarines",2611,Processing,0
1973,Yugoslav SFR,248,"Lemons, Limes and products",2612,Export,0
1961,Iceland,99,Sisal,2665,Seed,0
1965,Madagascar,129,Cottonseed Oil,2575,Feed,0
2005,Cameroon,32,"Oilcrops Oil, Other",2586,Seed,0
2000,Lithuania,126,Rape and Mustard Oil,2574,Import,29974.5
2018,Germany,79,Jute,2662,Production,0
2021,Finland,67,Silk,2747,Stock_variation,0
1988,Myanmar,28,Sunflowerseed Oil,2573,Domestic_supply,77099.5
1987,Malawi,130,Barley and products,2513,Food,0
1988,Gambia,75,"Molluscs, Other",2767,Seed,0
2014,Senegal,195,Tobacco,2671,Export,7972.03
1970,Israel,105,Sisal,2665,Food,0
1971,Benin,53,Firewood,2107,Export,0
1996,Sierra Leone,197,Pimento,2641,Food,3856
1969,Lesotho,122,"Oilcrops Oil, Other",2586,Food,129.5
1984,Saint Lucia,189,Coconuts,248,Feed,0
1986,"China, Hong Kong SAR",96,"Beverages, Fermented",2657,Seed,0
1988,Iran,102,Olives (including preserved),2563,Domestic_supply,14156
1997,Tunisia,222,Sugarbeet pulp,2104,Production,225120
2011,Sweden,210,Other crop residues,2106,Food,0
1994,Thailand,216,Firewood,2107,Other_uses,23361135.3935571
1997,Myanmar,28,Bovine Meat,2731,Export,0
1971,Japan,110,"Lemons, Limes and products",2612,Seed,0
2018,France,68,Oats,2516,Stock_variation,-4750
1978,Peru,170,Linum,772,Production,27
1971,USSR,228,Aquatic Plants,2775,Domestic_supply,97841.5
1968,Venezuela,236,Tea (including mate),2635,Food,131
2019,Panama,166,"Beverages, Alcoholic",2658,Domestic_supply,12000
1971,Czechoslovakia,51,Coffee and products,2630,Stock_variation,0
1988,United Arab Emirates,225,"Offals, Edible",2736,Export,0
2001,Fiji,66,Eggs,2744,Export,55.5
2012,Grenada,86,Pineapples and products,2618,Domestic_supply,17.6666666666667
2007,Czech Republic,167,"Beverages, Fermented",2657,Processing,0
1994,North Korea,116,Other crop residues,2106,Seed,0
1988,Brazil,21,Barley and products,2513,Feed,5073.87914554299
1972,Japan,110,Cephalopods,2766,Domestic_supply,746946.5
1988,Mauritius,137,"Oranges, Mandarines",2611,Feed,0
1970,Poland,173,Cottonseed Oil,2575,Processing,0
2006,Guatemala,89,"Cereals, Other",2520,Domestic_supply,38921
1986,Grenada,86,Barley and products,2513,Stock_variation,0
2012,Hungary,97,Pineapples and products,2618,Feed,0
1978,Brazil,21,Olive Oil,2580,Other_uses,0
2008,Denmark,54,"Beverages, Fermented",2657,Food,17834.5
1968,Lao,120,"Oilcrops, Other",2570,Seed,0
1969,Grenada,86,Coconuts - Incl Copra,2560,Food,2799.04109589041
2001,Spain,203,Palmkernel Oil,2576,Feed,0
2018,Barbados,14,"Beverages, Alcoholic",2658,Import,3000
2006,Jordan,112,"Butter, Ghee",2740,Production,983.58253221199
2007,Nigeria,159,"Pulses, Other and products",2549,Seed,176892.64997409
2014,Haiti,93,"Alcohol, Non-Food",2659,Export,0
1984,Iceland,99,Pineapples and products,2618,Production,0
2012,Ecuador,58,Wine,2655,Export,8.33333333333333
2006,Oman,221,Groundnut Oil,2572,Import,18.5
1995,New Zealand,156,Hops,677,Food,700
1984,Japan,110,Sunflower seed,2557,Seed,0
1988,Mauritius,137,Soyabean Cake,2590,Feed,5758
1976,Portugal,174,Soyabean Cake,2590,Other_uses,0
1992,Ethiopia,238,"Vegetables, Other",2605,Feed,0
2000,Philippines,171,Maize and products,2514,Processing,0
1975,Mozambique,144,Cotton lint,2661,Processing,0
1962,South Africa,202,Wine,2655,Seed,0
2020,Kenya,114,Abaca,2666,Food,0
2001,Georgia,73,"Oilcrops, Other",2570,Production,0
1992,Sierra Leone,197,Pimento,2641,Import,0
1973,Congo,46,Beer,2656,Seed,0
2020,Brazil,21,Dates,2619,Food,1000
1995,Cyprus,50,Firewood,2107,Domestic_supply,144865.695196634
1997,Paraguay,169,Soyabeans,2555,Processing,704365.861009561
2017,Iraq,103,Aquatic Plants,2775,Food,0
2003,Tajikistan,208,"Oranges, Mandarines",2611,Production,400
2015,Saint Vincent and the Grenadines,191,"Marine Fish, Other",2764,Seed,0
1981,Bangladesh,16,Sunflower seed,2557,Stock_variation,0
1993,Ivory Coast,107,Demersal Fish,2762,Production,7059
2003,Canada,33,DDGS Barley,2102,Seed,0
1974,North Korea,116,Hops,677,Food,1400
1980,Thailand,216,Cassava and products,2532,Feed,515.457058588184
1976,Barbados,14,Grapes and products (excl wine),2620,Domestic_supply,762
1978,Sierra Leone,197,Potatoes and products,2531,Export,0
2021,Pakistan,165,Demersal Fish,2762,Seed,0
2013,Liberia,123,Barley and products,2513,Seed,0
1987,France,68,Brans,2111,Food,0
1974,Sri Lanka,38,Copra Cake,2596,Domestic_supply,32351
1991,Jamaica,109,"Aquatic Animals, Others",2769,Feed,0
1989,Kiribati,83,Freshwater Fish,2761,Import,0
1962,Sudan,206,Coconuts - Incl Copra,2560,Other_uses,0
2016,Niger,158,Cottonseed,2559,Production,3683
1984,Jamaica,109,Demersal Fish,2762,Domestic_supply,10985
1991,Yemen,249,Olive Oil,2580,Other_uses,0
1991,Israel,105,"Molluscs, Other",2767,Export,25
1998,"China, Macao SAR",128,Rape and Mustard Oil,2574,Stock_variation,100
1964,Lebanon,121,Cocoa Beans and products,2633,Production,0
1973,United Kingdom,229,Molasses,2544,Export,37416
1974,Costa Rica,48,"Fats, Animals, Raw",2737,Processing,0
1970,Myanmar,28,Soyabean Cake,2590,Import,0
1999,Burkina Faso,233,Straw,2105,Feed,9790485.65349301
1981,Portugal,174,"Alcohol, Non-Food",2659,Processing,0
1995,Sri Lanka,38,Demersal Fish,2762,Stock_variation,0
2017,Morocco,143,"Oilcrops, Other",2570,Export,0
1973,Liberia,123,Potatoes and products,2531,Production,0
2021,Antigua and Barbuda,8,"Roots, Other",2534,Stock_variation,0
1988,Denmark,54,"Aquatic Animals, Others",2769,Export,0
1961,Cameroon,32,Firewood,2107,Domestic_supply,2900177.26992586
2007,Philippines,171,Freshwater Fish,2761,Import,2910
2008,Tunisia,222,"Offals, Edible",2736,Import,108
2008,Samoa,244,Copra Cake,2596,Seed,0
2011,South Africa,202,Firewood,2107,Food,0
1995,Portugal,174,Palm Oil,2577,Food,22045.8288826871
2020,Turkey,223,"Alcohol, Non-Food",2659,Stock_variation,-1000
1992,Cuba,49,Coconut Oil,2578,Food,750
1972,Zimbabwe,181,"Oilseed Cakes, Other",2598,Feed,5000
2008,Liberia,123,Olive Oil,2580,Feed,0
1971,Sweden,210,Pimento,2641,Processing,0
1998,Uganda,226,Pimento,2641,Other_uses,0
1975,Romania,183,Honey,2745,Other_uses,0
2019,Belize,23,Bananas,2615,Import,0
1996,Jordan,112,"Fats, Animals, Raw",2737,Seed,0
1974,Sudan,206,DDGS,2101,Feed,20185.06
1965,France,68,"Hard Fibres, Other",2667,Import,4300
2021,Qatar,179,"Citrus, Other",2614,Feed,0
1974,Suriname,207,Barley and products,2513,Production,0
2021,Pakistan,165,Cassava and products,2532,Production,0
2019,Israel,105,"Oilcrops Oil, Other",2586,Food,35076.9230769231
2021,Yemen,249,Onions,2602,Food,82000
2007,Netherlands,150,"Citrus, Other",2614,Processing,0
1984,Algeria,4,Apples and products,2617,Food,38926
2019,Oman,221,Pimento,2641,Production,0
1998,Sao Tome and Principe,193,Bovine Meat,2731,Seed,0
2015,Bulgaria,27,Tomatoes and products,2601,Domestic_supply,191000
1997,El Salvador,60,Sugar cane,2536,Stock_variation,54940
2003,New Zealand,156,Sesameseed Oil,2579,Feed,0
2019,Saint Lucia,189,Demersal Fish,2762,Feed,0
2009,Uganda,226,Sunflower seed,2557,Production,234000
2008,Panama,166,Groundnut Oil,2572,Stock_variation,0
1971,Uruguay,234,Hides and skins,2748,Food,0
2011,Bulgaria,27,Rye and products,2515,Food,5988.65595284435
2010,Benin,53,Nuts and products,2551,Seed,0
1999,Netherlands,150,Honey,2745,Seed,0
1966,Sao Tome and Principe,193,Eggs,2744,Seed,4.67532467532468
1973,Burkina Faso,233,Rice and products,2807,Export,0
1964,Honduras,95,Groundnuts,2552,Processing,0
2021,Mauritius,137,"Citrus, Other",2614,Food,1000
2014,Afghanistan,2,Milk - Excluding Butter,2848,Seed,0
2009,Guatemala,89,Pepper,2640,Export,764
1980,Cameroon,32,Onions,2602,Other_uses,0
1989,Ethiopia,238,"Oilcrops Oil, Other",2586,Seed,0
1980,Cambodia,115,Poultry Meat,2734,Production,5800
2004,Nepal,149,Peas,2547,Production,0
1986,Australia,10,Beans,2546,Stock_variation,444.5
2004,Algeria,4,Sesame seed,2561,Production,0
1990,Guinea,90,Pigmeat,2733,Seed,0
1993,Japan,110,Tomatoes and products,2601,Export,0.5
1977,Chad,39,"Sweeteners, Other",2543,Import,0
2012,Chile,40,Groundnuts,2552,Food,21273
1979,Honduras,95,Poultry Meat,2734,Feed,0
2000,Kazakhstan,108,Honey,2745,Production,1000
2018,Sao Tome and Principe,193,Palmkernel Cake,2595,Feed,48.3241226527254
2012,Bangladesh,16,Beer,2656,Export,0
1984,Cameroon,32,"Alcohol, Non-Food",2659,Export,0
2012,Romania,183,Tea (including mate),2635,Stock_variation,-169.166666666667
1995,Mauritania,136,"Citrus, Other",2614,Import,15
1995,Lebanon,121,Beer,2656,Domestic_supply,20188.5
2002,"China, mainland",41,Onions,2602,Domestic_supply,16242985
1991,Australia,10,Rape and Mustard Cake,2593,Stock_variation,0
1993,"China, Hong Kong SAR",96,Molasses,2544,Seed,0
2019,United States of America,231,Pepper,2640,Other_uses,0
1967,Malta,134,Sorghum and products,2518,Export,0
1999,Cuba,49,Sweet potatoes,2533,Domestic_supply,260999
1982,"China, Hong Kong SAR",96,Silk,2747,Processing,0
1980,Netherlands,150,Pimento,2641,Domestic_supply,1875
2005,Sri Lanka,38,Silk,2747,Processing,0
2007,Trinidad and Tobago,220,"Fats, Animals, Raw",2737,Food,4195.14867693854
2006,Iraq,103,Seed cotton,328,Processing,0
1994,Sweden,210,"Vegetables, Other",2605,Feed,33.8673088638931
2000,Greece,84,Jute,2662,Feed,0
1988,Venezuela,236,Bananas,2615,Seed,0
2021,Jamaica,109,Barley and products,2513,Seed,0
2005,Mozambique,144,"Aquatic Animals, Others",2769,Import,0
1962,Sudan,206,Maize and products,2514,Feed,1097.64560099133
2000,Bolivia,19,Beer,2656,Processing,0
1980,Cuba,49,Freshwater Fish,2761,Other_uses,0
1995,Antigua and Barbuda,8,"Butter, Ghee",2740,Other_uses,0
2013,Kenya,114,Oats,2516,Other_uses,0
2005,Madagascar,129,Maize and products,2514,Seed,8308.97601199601
2002,Croatia,98,Honey,2745,Stock_variation,30
2016,Romania,183,Sugar (Raw Equivalent),2542,Processing,0
2010,Mozambique,144,DDGS,2101,Production,5168.75333333333
2002,Cyprus,50,"Beverages, Alcoholic",2658,Seed,0
1994,Israel,105,Sorghum and products,2518,Seed,1.51847374459562
1974,Gabon,74,"Beverages, Fermented",2657,Production,0
2016,Sri Lanka,38,"Spices, Other",2645,Feed,0
2017,Kenya,114,Beans,2546,Export,28000
2014,Czech Republic,167,"Alcohol, Non-Food",2659,Export,35000
1978,Barbados,14,Pineapples and products,2618,Domestic_supply,44
1969,Grenada,86,Coffee and products,2630,Stock_variation,0
2017,New Zealand,156,"Fish, Liver Oil",2782,Processing,0
2004,Czech Republic,167,"Oilcrops Oil, Other",2586,Feed,0
2020,Solomon Islands,25,DDGS Barley,2102,Stock_variation,0
1996,Morocco,143,Seed cotton,328,Other_uses,0
1983,Mozambique,144,Cottonseed,2559,Import,0
1975,Saint Vincent and the Grenadines,191,Pepper,2640,Export,0
1999,French Polynesia,70,Coconuts - Incl Copra,2560,Food,8260.65573770492
1996,Romania,183,Sugar (Raw Equivalent),2542,Production,396171.5
2021,United Arab Emirates,225,Wheat and products,2511,Food,1167403.80395026
1996,Madagascar,129,"Beverages, Alcoholic",2658,Seed,0
1967,Brazil,21,Jute-Like Fibres,2663,Processing,0
1995,Kenya,114,Sunflowerseed Cake,2592,Import,0
2017,Libya,124,DDGS,2101,Stock_variation,0
1999,North Korea,116,DDGS,2101,Other_uses,0
1987,Colombia,44,Eggs,2744,Stock_variation,-317.739999999991
1964,Japan,110,Hemp,776,Export,0
1990,Central African Republic,37,"Lemons, Limes and products",2612,Import,0
2008,South Africa,202,Sisal,2665,Seed,0
2013,Iran,102,Pimento,2641,Other_uses,0
1996,Costa Rica,48,Cephalopods,2766,Stock_variation,0
1961,RoW,999,Silk,2747,Food,0
2008,Mali,133,"Roots, Other",2534,Export,0
2019,Viet Nam,237,Cotton lint,2661,Food,0
1988,Mauritania,136,Straw,2105,Other_uses,0
1961,Hungary,97,Eggs,2744,Feed,0
1996,Pakistan,165,Grapes and products (excl wine),2620,Stock_variation,571.5
1986,Barbados,14,Fodder vegetables and roots,2002,Export,0
2020,Spain,203,"Vegetables, Other",2605,Feed,126242.664551943
1980,Nicaragua,157,Maize and products,2514,Feed,10946.0005775339
2021,Dominican Republic,56,Soyabeans,2555,Food,0
1998,Saint Vincent and the Grenadines,191,Apples and products,2617,Production,700
1967,Burkina Faso,233,Dates,2619,Domestic_supply,6
2014,Pakistan,165,Palmkernel Cake,2595,Stock_variation,0
2001,Cuba,49,Cotton lint,2661,Import,1997
1977,Italy,106,Oats,2516,Processing,0
2020,Mali,133,"Hard Fibres, Other",2667,Food,0
1977,Bulgaria,27,"Pulses, Other and products",2549,Domestic_supply,2036
2000,Israel,105,Soy hulls,2103,Other_uses,0
1976,Panama,166,"Roots, Other",2534,Import,3852.5
1997,Ghana,81,"Roots, Other",2534,Import,0
2016,Mozambique,144,Maize and products,2514,Seed,45935.1851851852
2012,Mauritania,136,Sweet potatoes,2533,Food,2000
1996,India,100,Cassava and products,2532,Other_uses,0
2019,South Korea,117,Palm Oil,2577,Export,0
2002,Lesotho,122,"Sweeteners, Other",2543,Import,2027.5
2017,United States of America,231,Olives (including preserved),2563,Processing,108889.245585875
2003,Kiribati,83,"Beverages, Alcoholic",2658,Food,2
2010,Australia,10,Fodder mix,2003,Seed,0
1981,Morocco,143,Sunflowerseed Oil,2573,Export,0
2004,Nicaragua,157,"Oilcrops, Other",2570,Import,1843
1996,Chile,40,Pigmeat,2733,Seed,0
1979,Ghana,81,Wine,2655,Food,168.5
1988,South Korea,117,Freshwater Fish,2761,Stock_variation,-500
2003,Brazil,21,Sunflower seed,2557,Other_uses,0
1961,Cameroon,32,"Beverages, Alcoholic",2658,Export,0
2016,Nepal,149,Coconuts,248,Export,0
1992,French Polynesia,70,Wine,2655,Stock_variation,175
1994,"China, mainland",41,Eggs,2744,Seed,352531.328314092
2001,Portugal,174,"Oilcrops Oil, Other",2586,Feed,0
1983,Cuba,49,Pimento,2641,Feed,0
2006,Jamaica,109,Sugar (Raw Equivalent),2542,Export,140116.5
2018,Madagascar,129,Bovine Meat,2731,Processing,0
1978,Tanzania,215,Molasses,2544,Other_uses,0
2006,Sudan,206,Sorghum and products,2518,Import,312209.5
1989,Lao,120,Coffee and products,2630,Processing,0
2017,Bahamas,12,Eggs,2744,Feed,0
1985,Somalia,201,Coconuts,248,Export,0
2012,Malaysia,131,Grapefruit and products,2613,Food,10000
2005,Netherlands,150,Cottonseed,2559,Domestic_supply,22.5
2020,Venezuela,236,Sugar cane,2536,Domestic_supply,3335000
1972,Barbados,14,Palm Oil,2577,Export,0
2012,Brunei Darussalam,26,Maize and products,2514,Export,0
1977,Kenya,114,Straw,2105,Processing,0
2014,Kazakhstan,108,Cotton lint,2661,Domestic_supply,59687
1998,Nepal,149,Palm Oil,2577,Export,0
2020,Romania,183,Beans,2546,Import,29000
2000,Poland,173,"Molluscs, Other",2767,Export,180
1970,Romania,183,"Beverages, Fermented",2657,Import,0
2005,Togo,217,Nuts and products,2551,Production,623.28
2005,Chad,39,Seed cotton,328,Export,0
1995,Zimbabwe,181,Dates,2619,Production,0
2001,Iraq,103,Beans,2546,Production,8900
2015,Germany,79,Coconuts - Incl Copra,2560,Export,37000
1990,Algeria,4,"Oranges, Mandarines",2611,Import,6166
1972,Pakistan,165,Pepper,2640,Production,0
2011,Bolivia,19,Peas,2547,Domestic_supply,5000
2009,Australia,10,Soyabean Oil,2571,Feed,0
1962,Portugal,174,Molasses,2544,Food,0
2009,Papua New Guinea,168,Hides and skins,2748,Import,0
2010,Belize,23,"Vegetables, Other",2605,Domestic_supply,13000
1998,United States of America,231,"Oranges, Mandarines",2611,Domestic_supply,13376982
1995,Paraguay,169,"Fats, Animals, Raw",2737,Stock_variation,-95.5299999999988
1973,Tunisia,222,"Oilseed Cakes, Other",2598,Export,476
2003,Kuwait,118,Tea (including mate),2635,Processing,0
1967,Romania,183,Grapes and products (excl wine),2620,Other_uses,200.115553901851
1990,Bolivia,19,Sorghum and products,2518,Domestic_supply,50876
1974,Viet Nam,237,"Molluscs, Other",2767,Seed,0
1968,"China, Macao SAR",128,Poultry Meat,2734,Production,2340
2004,Mexico,138,"Citrus, Other",2614,Seed,0
2013,Liberia,123,Honey,2745,Processing,0
1971,Greece,84,Cotton lint,2661,Other_uses,50999
2016,Madagascar,129,Firewood,2107,Export,0
2017,Georgia,73,"Marine Fish, Other",2764,Food,5770
1986,Grenada,86,Coconuts - Incl Copra,2560,Domestic_supply,7150
1963,Malawi,130,Olive Oil,2580,Seed,0
1975,Sweden,210,Jute,2662,Import,681
1993,Chile,40,DDGS Barley,2102,Feed,8179.08
1964,Botswana,20,"Offals, Edible",2736,Export,0
2003,Slovakia,199,Rape and Mustard Oil,2574,Domestic_supply,26201
1974,Bahrain,13,Bananas,2615,Processing,0
1962,Yugoslav SFR,248,Sesameseed Oil,2579,Feed,0
2005,Switzerland,211,Hops,677,Import,0
2006,RoW,999,Coffee and products,2630,Seed,0
1993,Belgium-Luxembourg,15,Straw,2105,Import,0
2013,Zambia,251,Potatoes and products,2531,Food,35869.5652173913
2004,Ethiopia,238,Grapes and products (excl wine),2620,Feed,0
2005,Morocco,143,Honey,2745,Other_uses,0
1979,Italy,106,Honey,2745,Stock_variation,-50
2006,Saint Kitts and Nevis,188,Tobacco,2671,Export,0
1997,Iran,102,Fodder legumes,2001,Production,1734064.88173492
2004,United Kingdom,229,Rye and products,2515,Production,32500
1967,Antigua and Barbuda,8,Oats,2516,Export,0
1988,North Korea,116,Rape and Mustard Oil,2574,Other_uses,0
2020,Iran,102,Palm Oil,2577,Domestic_supply,305000
2009,Hungary,97,Olive Oil,2580,Production,0
1994,Serbia and Montenegro,186,Milk - Excluding Butter,2848,Food,1858698.03855244
2013,Malta,134,Pepper,2640,Food,21
2010,Puerto Rico,177,Coconuts - Incl Copra,2560,Feed,184.116168580858
1964,United Kingdom,229,Pelagic Fish,2763,Domestic_supply,1916778
1967,Venezuela,236,Maize and products,2514,Food,611104.365259706
1996,Viet Nam,237,Beans,2546,Stock_variation,13800
1967,Mexico,138,Cotton lint,2661,Stock_variation,0
1986,Ghana,81,Coconuts,248,Food,0
1994,Cambodia,115,"Sweeteners, Other",2543,Food,14037.8516470186
1995,Sao Tome and Principe,193,"Oilcrops Oil, Other",2586,Food,442.034923339012
1985,Sudan,206,Nuts and products,2551,Stock_variation,0
2017,Mali,133,Bovine Meat,2731,Import,1000
1989,Poland,173,Onions,2602,Domestic_supply,504000.5
2013,Peru,170,Cephalopods,2766,Export,437870
1997,Haiti,93,"Cereals, Other",2520,Other_uses,0
1973,Mozambique,144,"Lemons, Limes and products",2612,Export,114.5
2015,Iraq,103,Sugar cane,2536,Food,0
2012,France,68,Groundnut Oil,2572,Seed,0
2011,Belgium,255,Nuts and products,2551,Stock_variation,-590.779999999999
1985,Denmark,54,Cocoa Beans and products,2633,Stock_variation,0
2011,Mexico,138,Grapes and products (excl wine),2620,Processing,53171.9952477009
2005,Sri Lanka,38,Cotton lint,2661,Production,0
1964,United Kingdom,229,Coconut Oil,2578,Import,47127
2017,Bahrain,13,Molasses,2544,Domestic_supply,0
1981,Turkey,223,Apples and products,2617,Seed,0
1962,Costa Rica,48,Poultry Meat,2734,Feed,0
2014,Estonia,63,Pepper,2640,Import,1000
2010,Bahamas,12,"Fish, Liver Oil",2782,Feed,0
